app_id,user,total_tasks,total_input_bytes,total_output_bytes,total_shuffle_read_bytes,total_shuffle_write_bytes,total_spill_memory,peak_execution_memory_bytes,total_executor_cpu_time,total_executor_run_time,avg_task_input_mb,avg_task_output_mb,avg_task_cpu_time_ms,avg_task_run_time_ms,avg_shuffle_read_bytes,avg_shuffle_write_bytes,avg_spill_memory,avg_peak_execution_memory_bytes,avg_executor_cpu_time,avg_executor_run_time,total_executors,peak_executor_concurrency,cpu_efficiency,cluster_max_on_heap_mb,cluster_peak_on_heap_mb,cluster_remaining_on_heap_mb,max_single_executor_peak_mb,cluster_utilization_pct,duration_seconds,duration_formatted
app-20251217194613-0000,spark,17,1349432,0,0,0,0,0,1296112579,24385,0.07570109647863052,0.0,76.2419164117647,1434.4117647058824,0.0,0.0,0.0,0.0,72.70995751549216,0.0013679616591509652,2,2,0.0531520434283371,868.7999992370605,0.0,868.7999992370605,0.0,0.0,15.79,0:00:15
